Age,Gender,MaritalStatus,Occupation,Monthly Income,Educational Qualifications,Family size,FoodDileveryApp,FoodDirectCall,TypeMeal1,TypeMeal2,Cuisine1,Cuisine2,Ease and convenient,Time saving,RestaurantChoices,EasyPaymentOption,MoreOffersDiscount,FoodQuality,TrackingSystem,PoorHygiene,BadPastExperience,LongDeliveryTime,WrongOrderDelivered,Missing item,OrderPlacedByMistake,Order Time,Maximum wait time,Google Maps Accuracy,Influence of rating,Less Delivery time,HighQualityOfPackage,Number of calls,Politeness,Freshness ,Temperature,Good Taste ,FoodQuantity,purchaseAgain,Reviews
24,Female,Married,Student,Below Rs.10000,Ph.D,5,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Disagree,Anytime (Mon-Sun),45 minutes,Disagree,Yes,Slightly Important,Moderately Important,Important,Important,Important,Moderately Important,Important,Important,1,"loveNaNtheNaNpriceNaNandNaNofferNaNofferedNaNbyNaNswiggy,NaNusuallyNaNrateNaNfourNaNplus"
24,Male,Single,Student,No Income,Post Graduate,3,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly disagree,Disagree,Agree,Disagree,Disagree,Disagree,Weekend (Sat & Sun),45 minutes,Neutral,Yes,Very Important,Important,Moderately Important,Important,Moderately Important,Important,Important,Very Important,1,goodNaNpriceNaNandNaNoffersNaNwithNaNfastNaNdelivery
22,Male,Single,Employee,10001 to 25000,Graduate,1,Food delivery apps, Direct call,Lunch, Dinner,Veg foods (Breakfast / Lunch / Dinner), Sweets,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Neutral,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Anytime (Mon-Sun),45 minutes,Disagree,No,Slightly Important,Moderately Important,Slightly Important,Unimportant,Unimportant,Unimportant,Slightly Important,Slightly Important,1,NaN
28,Male,Single,Employee,25001 to 50000,Post Graduate,2,Food delivery apps, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Anytime (Mon-Sun),30 minutes,Agree,Yes,Important,Moderately Important,Important,Moderately Important,Important,Very Important,Important,Very Important,0,slowNaNdeliveryNaNandNaNiNaNavoidNaNorderingNaNfromNaNpoorNaNratedNaNrestaurant
25,Female,Single,Employee,More than 50000,Post Graduate,6,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Agree,Agree,Neutral,Agree,Disagree,Agree,Disagree,Disagree,Weekdays (Mon-Fri),15 minutes,Disagree,Yes,Important,Important,Very Important,Very Important,Important,Very Important,Very Important,Very Important,0,i'dNaNratherNaNcookNaNatNaNhomeNaNduringNaNcovid-19
22,Male,Single,Student,Below Rs.10000,Post Graduate,3,Food delivery apps, Direct call,Lunch, Snacks,Non Veg foods (Lunch / Dinner), Ice cream / Cool drinks,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Anytime (Mon-Sun),45 minutes,Strongly Agree,Yes,Important,Very Important,Moderately Important,Very Important,Very Important,Important,Very Important,Moderately Important,1,"manyNaNaNaNtimesNaNpaymentNaNgatewaysNaNareNaNanNaNissue,NaNsoNaNgettingNaNtheNaNrefundNaNandNaNtheNaNsurchargesNaNareNaNanNaNinconvenience"
22,Female,Single,Student,No Income,Graduate,6,Food delivery apps, Walk-in,Snacks, Dinner,Veg foods (Breakfast / Lunch / Dinner), Bakery items (snacks),Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Neutral,Anytime (Mon-Sun),30 minutes,Agree,Yes,Very Important,Important,Moderately Important,Very Important,Very Important,Very Important,Very Important,Important,1,NaN
22,Male,Single,Student,Below Rs.10000,Post Graduate,4,Walk-in, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Strongly agree,Strongly agree,Neutral,Neutral,Disagree,Weekend (Sat & Sun),30 minutes,Agree,Yes,Important,Important,Moderately Important,Important,Important,Important,Very Important,Very Important,1,NaN
27,Female,Married,Employee,More than 50000,Post Graduate,2,Food delivery apps, Walk-in,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Anytime (Mon-Sun),45 minutes,Agree,Yes,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,1,NaN
22,Male,Single,Student,No Income,Graduate,3,Food delivery apps, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Neutral,Agree,Agree,Disagree,Neutral,Strongly agree,Strongly agree,Strongly agree,Anytime (Mon-Sun),45 minutes,Strongly Agree,Yes,Very Important,Very Important,Unimportant,Important,Very Important,Very Important,Very Important,Very Important,1,NaN
24,Female,Single,Student,No Income,Post Graduate,3,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Ice cream / Cool drinks,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Weekend (Sat & Sun),45 minutes,Agree,Maybe,Moderately Important,Important,Moderately Important,Slightly Important,Important,Moderately Important,Very Important,Very Important,1,NaN
23,Female,Single,Student,No Income,Post Graduate,2,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Strongly agree,Anytime (Mon-Sun),30 minutes,Disagree,Maybe,Important,Important,Important,Important,Important,Important,Important,Important,1,NaN
23,Female,Single,Student,No Income,Post Graduate,4,Food delivery apps, Walk-in,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Agree,Weekend (Sat & Sun),45 minutes,Agree,Yes,Moderately Important,Very Important,Moderately Important,Moderately Important,Moderately Important,Moderately Important,Very Important,Very Important,1,NaN
22,Female,Single,Student,No Income,Post Graduate,5,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Anytime (Mon-Sun),45 minutes,Agree,Yes,Important,Very Important,Important,Important,Very Important,Very Important,Very Important,Very Important,1,NaN
23,Male,Single,Student,Below Rs.10000,Post Graduate,2,Food delivery apps, Walk-in,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Weekend (Sat & Sun),45 minutes,Disagree,Yes,Important,Very Important,Important,Very Important,Very Important,Important,Very Important,Very Important,1,languageNaNbarrierNaNisNaNalsoNaNoneNaNmajorNaNissue.NaNmosltyNaNtheseNaNdeliveryNaNboysNaNareNaNonlyNaNfamiliarNaNwithNaNkanadaNaNwhichNaNcreatesNaNaNaNproblemNaNwhileNaNaddressingNaNanyNaNissue.
32,Male,Married,Employee,More than 50000,Graduate,5,Web browser, Walk-in,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Neutral,Disagree,Anytime (Mon-Sun),30 minutes,Neutral,No,Important,Moderately Important,Slightly Important,Slightly Important,Slightly Important,Moderately Important,Moderately Important,Moderately Important,1,smoothNaNdeliveryNaNserviceNaN
25,Female,Married,Student,No Income,Post Graduate,2,Food delivery apps, Web browser,Snacks, Dinner,Sweets, Ice cream / Cool drinks,Agree,Disagree,Agree,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Strongly agree,Disagree,Agree,Agree,Anytime (Mon-Sun),45 minutes,Neutral,Yes,Important,Moderately Important,Important,Moderately Important,Slightly Important,Moderately Important,Important,Very Important,1,fastNaNdeliveryNaNisNaNrequired.NaNbutNaNqualityNaNisNaNsuperNaNgood
28,Male,Single,Self Employeed,10001 to 25000,Post Graduate,2,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Anytime (Mon-Sun),45 minutes,Neutral,Maybe,Moderately Important,Slightly Important,Slightly Important,Moderately Important,Slightly Important,Important,Very Important,Very Important,1,loveNaNswiggyNaNandNaNzomato.NaNliterallyNaNtheNaNbest
21,Female,Single,Student,No Income,Post Graduate,3,Food delivery apps, Walk-in,Breakfast, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Disagree,Agree,Neutral,Disagree,Neutral,Anytime (Mon-Sun),30 minutes,Strongly Agree,Yes,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,1,theNaNdeliveryNaNtoNaNmyNaNlocationsNaNareNaNdoneNaNprettyNaNfast
24,Male,Single,Student,No Income,Post Graduate,2,Food delivery apps, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Neutral,Agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Anytime (Mon-Sun),30 minutes,Neutral,Yes,Important,Slightly Important,Important,Moderately Important,Moderately Important,Important,Important,Very Important,1,NaN
26,Female,Married,Self Employeed,10001 to 25000,Graduate,5,Food delivery apps, Direct call,Dinner, Dinner,Veg foods (Breakfast / Lunch / Dinner), Sweets,Disagree,Disagree,Neutral,Agree,Disagree,Neutral,Agree,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Anytime (Mon-Sun),45 minutes,Agree,Maybe,Important,Important,Very Important,Important,Important,Important,Important,Important,0,iNaNrequireNaNtheNaNfoodNaNtoNaNbeNaNundamaged.NaNmostlyNaNtheNaNfoodNaNisNaNtampered
32,Male,Married,Employee,25001 to 50000,Graduate,3,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Strongly agree,Agree,Neutral,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Anytime (Mon-Sun),30 minutes,Neutral,Yes,Important,Moderately Important,Important,Moderately Important,Important,Important,Important,Important,1,bestNaNbestNaNbestNaNbestNaN!!!!
29,Male,Single,Self Employeed,More than 50000,Graduate,6,Food delivery apps, Web browser,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,Weekend (Sat & Sun),More than 60 minutes,Neutral,No,Moderately Important,Slightly Important,Moderately Important,Slightly Important,Slightly Important,Moderately Important,Moderately Important,Slightly Important,1,loveNaNtoNaNorderNaNonlineNaN
21,Male,Single,Student,No Income,Graduate,5,Food delivery apps, Web browser,Lunch, Snacks,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Neutral,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Weekend (Sat & Sun),45 minutes,Neutral,Yes,Important,Important,Very Important,Important,Slightly Important,Moderately Important,Important,Important,1,iNaNloveNaNorderingNaNforNaNmyNaNfamilyNaNfromNaNswiggy
24,Female,Single,Self Employeed,25001 to 50000,Post Graduate,3,Food delivery apps, Direct call,Dinner, Dinner,Veg foods (Breakfast / Lunch / Dinner), Sweets,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Anytime (Mon-Sun),30 minutes,Neutral,Maybe,Important,Important,Important,Moderately Important,Moderately Important,Important,Important,Important,0,iNaNneedNaNfasterNaNdelivery.
26,Male,Prefer not to say,Self Employeed,More than 50000,Post Graduate,2,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Anytime (Mon-Sun),30 minutes,Agree,No,Moderately Important,Moderately Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Moderately Important,Moderately Important,1,crazilyNaNfastNaNdeliveryNaNpeopleNaNbesidesNaNhavingNaNhighNaNtraffic
21,Male,Married,Employee,More than 50000,Ph.D,3,Food delivery apps, Web browser,Lunch, Snacks,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Disagree,Neutral,Disagree,Neutral,Disagree,Disagree,Anytime (Mon-Sun),30 minutes,Neutral,Yes,Important,Important,Very Important,Important,Moderately Important,Important,Important,Moderately Important,1,bestNaNbestNaNbestNaN!!NaNwonderfulNaNwonderfulNaN!!NaNfastNaNfastNaNfastNaN!!
29,Male,Single,Employee,25001 to 50000,Graduate,3,Food delivery apps, Web browser,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Neutral,Agree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Anytime (Mon-Sun),45 minutes,Agree,Yes,Important,Very Important,Important,Very Important,Moderately Important,Important,Important,Very Important,0,needNaNqualityNaNfoodNaNdelivery.NaNhadNaNworstNaNexperienceNaNofNaNspilledNaNfood
22,Male,Single,Student,No Income,Graduate,3,Food delivery apps, Web browser,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Neutral,Neutral,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Anytime (Mon-Sun),30 minutes,Strongly Agree,Yes,Important,Very Important,Important,Very Important,Important,Very Important,Very Important,Important,1,NaN
24,Male,Single,Student,No Income,Graduate,2,Direct call, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Strongly agree,Neutral,Weekend (Sat & Sun),30 minutes,Agree,Yes,Important,Important,Moderately Important,Important,Very Important,Very Important,Very Important,Very Important,1,NaN
27,Male,Married,Employee,25001 to 50000,Graduate,2,Food delivery apps, Web browser,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Disagree,Agree,Neutral,Strongly agree,Neutral,Agree,Disagree,Disagree,Agree,Strongly agree,Agree,Neutral,Anytime (Mon-Sun),30 minutes,Strongly Agree,Yes,Important,Moderately Important,Important,Moderately Important,Moderately Important,Important,Moderately Important,Moderately Important,1,iNaNwouldNaNavoidNaNrestaurantsNaNwhichNaNhasNaNlessNaNratingNaN
23,Female,Single,Student,No Income,Post Graduate,3,Food delivery apps, Web browser,Snacks, Dinner,Veg foods (Breakfast / Lunch / Dinner), Sweets,Disagree,Neutral,Neutral,Disagree,Disagree,Neutral,Strongly disagree,Agree,Neutral,Disagree,Disagree,Strongly disagree,Strongly disagree,Anytime (Mon-Sun),15 minutes,Agree,Maybe,Important,Important,Very Important,Important,Moderately Important,Moderately Important,Important,Important,0,fasterNaNdeliveryNaNisNaNneededNaN!!
32,Male,Married,Employee,More than 50000,Post Graduate,6,Food delivery apps, Walk-in,Lunch, Snacks,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,Weekend (Sat & Sun),45 minutes,Neutral,Yes,Important,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,1,myNaNentireNaNfamilyNaNlovesNaNswiggy
22,Female,Single,Student,No Income,Graduate,2,Food delivery apps, Direct call,Breakfast, Snacks,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Anytime (Mon-Sun),More than 60 minutes,Agree,Maybe,Important,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,1,deliveryNaNpeopleNaNareNaNworkingNaNhard.NaNcan'tNaNcomplain
22,Female,Single,Employee,25001 to 50000,Graduate,4,Food delivery apps, Walk-in,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Agree,Anytime (Mon-Sun),45 minutes,Strongly Agree,Yes,Important,Very Important,Very Important,Very Important,Very Important,Important,Very Important,Important,1,NaN
26,Male,Married,Employee,More than 50000,Graduate,4,Food delivery apps, Web browser,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Anytime (Mon-Sun),45 minutes,Strongly Agree,Yes,Important,Important,Important,Important,Slightly Important,Moderately Important,Important,Important,1,"myNaNhomeNaNisNaNnearNaNphoenixNaNmarketcity,NaNsoNaNtimeNaNtakenNaNforNaNdeliveryNaNisNaNless"
25,Female,Single,Student,No Income,Ph.D,3,Food delivery apps, Web browser,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Anytime (Mon-Sun),45 minutes,Strongly Agree,No,Slightly Important,Moderately Important,Slightly Important,Slightly Important,Important,Important,Important,Important,1,i'mNaNquiteNaNsatisfiedNaNwithNaNtheNaNservice
20,Male,Single,Student,No Income,Graduate,2,Food delivery apps, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Weekend (Sat & Sun),45 minutes,Strongly Agree,Yes,Important,Moderately Important,Moderately Important,Important,Important,Very Important,Very Important,Important,1,iNaNhadNaNnoNaNissuesNaNasNaNperNaNmyNaNexperience.NaNbutNaNheardNaNdeliveryNaNpeopleNaNareNaNsometimesNaNrude
29,Male,Married,Employee,25001 to 50000,Graduate,4,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Disagree,Agree,Agree,Disagree,Strongly disagree,Disagree,Strongly agree,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,Anytime (Mon-Sun),15 minutes,Agree,Maybe,Important,Moderately Important,Important,Important,Very Important,Very Important,Very Important,Very Important,0,iNaNhadNaNfewNaNhealthNaNissuesNaNafterNaNconsumingNaNdeliveredNaNfood.NaNrestaurantsNaNneedNaNtoNaNimproveNaNtheirNaNqualityNaNandNaNdeliveryNaNpeopleNaNshouldNaNdeliveryNaNitNaNwithoutNaNtamperingNaNwhichNaNmightNaNleadNaNtoNaNcontaminationNaNofNaNfood
23,Female,Single,Student,No Income,Graduate,1,Food delivery apps, Direct call,Breakfast, Lunch,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Anytime (Mon-Sun),15 minutes,Strongly disagree,No,Slightly Important,Unimportant,Unimportant,Unimportant,Unimportant,Slightly Important,Unimportant,Unimportant,1,NaN
25,Male,Single,Self Employeed,More than 50000,Graduate,2,Food delivery apps, Walk-in,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Anytime (Mon-Sun),30 minutes,Strongly Agree,Yes,Important,Important,Important,Very Important,Slightly Important,Moderately Important,Important,Very Important,1,iNaNorderNaNmostNaNofNaNmyNaNmealsNaNonNaNswiggyNaNorNaNzomatoNaNdependingNaNuponNaNtheNaNoffers
29,Female,Married,Employee,25001 to 50000,Graduate,4,Food delivery apps, Walk-in,Lunch, Dinner,Veg foods (Breakfast / Lunch / Dinner), Sweets,Disagree,Neutral,Disagree,Neutral,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Neutral,Agree,Anytime (Mon-Sun),15 minutes,Agree,Yes,Slightly Important,Moderately Important,Moderately Important,Very Important,Slightly Important,Moderately Important,Important,Important,0,iNaNneedNaNtheNaNorderNaNtoNaNbeNaNdeliveredNaNsoon.NaNitNaNtakesNaNaNaNlotNaNofNaNtimeNaN
27,Male,Married,Self Employeed,25001 to 50000,Graduate,6,Food delivery apps, Walk-in,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Disagree,Agree,Neutral,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Anytime (Mon-Sun),60 minutes,Agree,Yes,Important,Important,Very Important,Very Important,Moderately Important,Important,Important,Important,0,foodNaNneedsNaNtoNaNhaveNaNgoodNaNquality.NaNitNaNleadsNaNmeNaNtoNaNgiveNaNhigherNaNrating
25,Male,Single,Self Employeed,10001 to 25000,Graduate,3,Food delivery apps, Walk-in,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Neutral,Disagree,Disagree,Anytime (Mon-Sun),60 minutes,Strongly Agree,No,Moderately Important,Moderately Important,Important,Important,Slightly Important,Moderately Important,Important,Important,1,iNaNappreciateNaNtheNaNeffortsNaNofNaNhardworkingNaNdeliveryNaNpeople
21,Male,Single,Student,No Income,Graduate,2,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Neutral,Disagree,Neutral,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Anytime (Mon-Sun),30 minutes,Strongly Agree,Yes,Moderately Important,Important,Important,Important,Important,Very Important,Very Important,Very Important,0,deliveryNaNisNaNlate.NaNneedNaNquickNaNupdatesNaNonNaNlocationNaNofNaNorder
23,Male,Single,Student,No Income,Graduate,3,Food delivery apps, Web browser,Breakfast, Dinner,Veg foods (Breakfast / Lunch / Dinner), Sweets,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Neutral,Agree,Disagree,Agree,Disagree,Neutral,Anytime (Mon-Sun),30 minutes,Neutral,Yes,Important,Important,Very Important,Important,Slightly Important,Moderately Important,Important,Very Important,1,iNaNhaveNaNnoNaNtroubleNaNwithNaNdelivery
24,Female,Single,Employee,10001 to 25000,Post Graduate,4,Food delivery apps, Direct call,Snacks, Dinner,Veg foods (Breakfast / Lunch / Dinner), Ice cream / Cool drinks,Agree,Agree,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Anytime (Mon-Sun),45 minutes,Neutral,Yes,Important,Moderately Important,Moderately Important,Important,Important,Important,Important,Important,1,NaN
22,Male,Married,Self Employeed,10001 to 25000,School,3,Food delivery apps, Walk-in,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Weekend (Sat & Sun),45 minutes,Neutral,No,Unimportant,Slightly Important,Unimportant,Unimportant,Very Important,Very Important,Very Important,Very Important,1,veryNaNfewNaNtimesNaNiNaNhaveNaNNaNhadNaNbadNaNexperiencedNaNbyNaNaggregatorNaNorNaNrestaurantNaN
28,Male,Married,Employee,25001 to 50000,Post Graduate,5,Food delivery apps, Walk-in,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Disagree,Neutral,Disagree,Neutral,Anytime (Mon-Sun),45 minutes,Agree,No,Moderately Important,Slightly Important,Moderately Important,Important,Moderately Important,Moderately Important,Important,Important,1,bestNaNserviceNaNcomesNaNwithNaNgreatNaNoffersNaNandNaNwonderfulNaNservice
26,Male,Single,Employee,10001 to 25000,Graduate,2,Food delivery apps, Walk-in,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Neutral,Neutral,Agree,Strongly agree,Neutral,Disagree,Agree,Neutral,Neutral,Agree,Weekend (Sat & Sun),30 minutes,Agree,Yes,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,0,badNaNdeliveryNaNsystemNaNandNaNlessNaNrestaurantNaNchoices
22,Female,Single,Employee,25001 to 50000,Graduate,4,Food delivery apps, Walk-in,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Agree,Anytime (Mon-Sun),45 minutes,Strongly Agree,Yes,Important,Very Important,Very Important,Very Important,Very Important,Important,Very Important,Important,1,NaN
26,Male,Married,Employee,More than 50000,Graduate,4,Food delivery apps, Web browser,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Anytime (Mon-Sun),45 minutes,Strongly Agree,Yes,Important,Important,Important,Important,Slightly Important,Moderately Important,Important,Important,1,"myNaNhomeNaNisNaNnearNaNphoenixNaNmarketcity,NaNsoNaNtimeNaNtakenNaNforNaNdeliveryNaNisNaNless"
